Search_Type,Layer_Structure,Hyperparameters,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Test_Loss,Test_Accuracy
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.0}",0.0500250980257988,0.9851999878883362,0.0907866358757019,0.9753000140190125,0.0973491296172142,0.9725000262260437
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.0}",0.031663678586483,0.9908199906349182,0.07749263942241669,0.9782999753952026,0.07502489537000656,0.9778000116348267
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.0}",0.013624562881886959,0.9959200024604797,0.07225639373064041,0.980400025844574,0.07129450887441635,0.9794999957084656
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.0}",0.03902867063879967,0.9879800081253052,0.07753520458936691,0.9775000214576721,0.07821519672870636,0.9765999913215637
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.0}",0.03230572119355202,0.9912999868392944,0.08266386389732361,0.975600004196167,0.08369264751672745,0.9753999710083008
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.0}",0.02526303194463253,0.9926999807357788,0.07255986332893372,0.9797999858856201,0.06708522140979767,0.9794999957084656
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.0}",0.03947934880852699,0.9876599907875061,0.08084320276975632,0.9768999814987183,0.0795128270983696,0.9768000245094299
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.001}",0.13324598968029022,0.9840599894523621,0.1579670011997223,0.9767000079154968,0.15794232487678528,0.9769999980926514
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.001}",0.15994034707546234,0.9826599955558777,0.18131183087825775,0.975600004196167,0.17718222737312317,0.9768999814987183
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.001}",0.2174723893404007,0.97079998254776,0.22944335639476776,0.9686999917030334,0.23543666303157806,0.9664000272750854
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.001}",0.12293285131454468,0.9884999990463257,0.15036502480506897,0.9786999821662903,0.14524467289447784,0.9796000123023987
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.001}",0.13523830473423004,0.9850199818611145,0.15905791521072388,0.9768000245094299,0.16348762810230255,0.9765999913215637
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.001}",0.19329871237277985,0.9744600057601929,0.20525778830051422,0.9733999967575073,0.21302393078804016,0.9678000211715698
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.001}",0.15287669003009796,0.9800800085067749,0.18003599345684052,0.9714999794960022,0.17771507799625397,0.9714000225067139
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.001}",0.17856435477733612,0.9785199761390686,0.19691942632198334,0.9711999893188477,0.19102177023887634,0.9722999930381775
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.001}",0.24194736778736115,0.9670199751853943,0.24488791823387146,0.9674999713897705,0.24949318170547485,0.9639999866485596
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.001}",0.15280161798000336,0.9820200204849243,0.17498819530010223,0.9739000201225281,0.17623765766620636,0.9722999930381775
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.001}",0.17207007110118866,0.9798799753189087,0.19035233557224274,0.9740999937057495,0.18707910180091858,0.9739000201225281
Grid,"(128, 64)","{'activation': 'swish', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.001}",0.22367148101329803,0.9704599976539612,0.22802665829658508,0.9715999960899353,0.23146337270736694,0.9670000076293945
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.01}",0.2841412425041199,0.9539999961853027,0.28763896226882935,0.9532999992370605,0.2944568991661072,0.9506000280380249
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.01}",0.3186105787754059,0.9632200002670288,0.31613853573799133,0.9621000289916992,0.32358860969543457,0.9610000252723694
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 64, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.01}",0.417592853307724,0.9437400102615356,0.40034252405166626,0.9496999979019165,0.4168083965778351,0.9424999952316284
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.0, 'regularizer': 'l2', 'reg_value': 0.01}",0.2736305296421051,0.9656999707221985,0.272654265165329,0.9668999910354614,0.2754107713699341,0.9641000032424927
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.2, 'regularizer': 'l2', 'reg_value': 0.01}",0.3132234215736389,0.9601399898529053,0.30656135082244873,0.9613999724388123,0.3126201033592224,0.957099974155426
Grid,"(128, 64)","{'activation': 'relu', 'optimizer': 'adam', 'batch_size': 128, 'dropout': 0.5, 'regularizer': 'l2', 'reg_value': 0.01}",0.4020911455154419,0.9461600184440613,0.38663214445114136,0.9513999819755554,0.3984970152378082,0.9448999762535095
